
X,Numerical t = 4.99943,Analytical t = 4.99943,Numerical t = 10,Analytical t = 10,
-49.15,0,0,0,0,
-49.14,0,0,0,0,
-49.13,0,0,0,0,
-49.12,0,0,0,0,
-49.11,0,0,0,0,
-49.1,0,0,0,0,
-49.09,0,0,0,0,
-49.08,0,0,0,0,
-49.07,0,0,0,0,
-49.06,0,0,0,0,
-49.05,0,0,0,0,
-49.04,0,0,0,0,
-49.03,0,0,0,0,
-49.02,0,0,0,0,
-49.01,0,0,0,0,
-49,0,0,0,0,
-48.99,0,0,0,0,
-48.98,0,0,0,0,
-48.97,0,0,0,0,
-48.96,0,0,0,0,
-48.95,0,0,0,0,
-48.94,0,0,0,0,
-48.93,0,0,0,0,
-48.92,0,0,0,0,
-48.91,0,0,0,0,
-48.9,0,0,0,0,
-48.89,0,0,0,0,
-48.88,0,0,0,0,
-48.87,0,0,0,0,
-48.86,0,0,0,0,
-48.85,0,0,0,0,
-48.84,0,0,0,0,
-48.83,0,0,0,0,
-48.82,0,0,0,0,
-48.81,0,0,0,0,
-48.8,0,0,0,0,
-48.79,0,0,0,0,
-48.78,0,0,0,0,
-48.77,0,0,0,0,
-48.76,0,0,0,0,
-48.75,0,0,0,0,
-48.74,0,0,0,0,
-48.73,0,0,0,0,
-48.72,0,0,0,0,
-48.71,0,0,0,0,
-48.7,0,0,0,0,
-48.69,0,0,0,0,
-48.68,0,0,0,0,
-48.67,0,0,0,0,
-48.66,0,0,0,0,
-48.65,0,0,0,0,
-48.64,0,0,0,0,
-48.63,0,0,0,0,
-48.62,0,0,0,0,
-48.61,0,0,0,0,
-48.6,0,0,0,0,
-48.59,0,0,0,0,
-48.58,0,0,0,0,
-48.57,0,0,0,0,
-48.56,0,0,0,0,
-48.55,0,0,0,0,
-48.54,0,0,0,0,
-48.53,0,0,0,0,
-48.52,0,0,0,0,
-48.51,0,0,0,0,
-48.5,0,0,0,0,
-48.49,0,0,0,0,
-48.48,0,0,0,0,
-48.47,0,0,0,0,
-48.46,0,0,0,0,
-48.45,0,0,0,0,
-48.44,0,0,0,0,
-48.43,0,0,0,0,
-48.42,0,0,0,0,
-48.41,0,0,0,0,
-48.4,0,0,0,0,
-48.39,0,0,0,0,
-48.38,0,0,0,0,
-48.37,0,0,0,0,
-48.36,0,0,0,0,
-48.35,0,0,0,0,
-48.34,0,0,0,0,
-48.33,0,0,0,0,
-48.32,0,0,0,0,
-48.31,0,0,0,0,
-48.3,0,0,0,0,
-48.29,0,0,0,0,
-48.28,0,0,0,0,
-48.27,0,0,0,0,
-48.26,0,0,0,0,
-48.25,0,0,0,0,
-48.24,0,0,0,0,
-48.23,0,0,0,0,
-48.22,0,0,0,0,
-48.21,0,0,0,0,
-48.2,0,0,0,0,
-48.19,0,0,0,0,
-48.18,0,0,0,0,
-48.17,0,0,0,0,
-48.16,0,0,0,0,
-48.15,0,0,0,0,
-48.14,0,0,0,0,
-48.13,0,0,0,0,
-48.12,0,0,0,0,
-48.11,0,0,0,0,
-48.1,0,0,0,0,
-48.09,0,0,0,0,
-48.08,0,0,0,0,
-48.07,0,0,0,0,
-48.06,0,0,0,0,
-48.05,0,0,0,0,
-48.04,0,0,0,0,
-48.03,0,0,0,0,
-48.02,0,0,0,0,
-48.01,0,0,0,0,
-48,0,0,0,0,
-47.99,0,0,0,0,
-47.98,0,0,0,0,
-47.97,0,0,0,0,
-47.96,0,0,0,0,
-47.95,0,0,0,0,
-47.94,0,0,0,0,
-47.93,0,0,0,0,
-47.92,0,0,0,0,
-47.91,0,0,0,0,
-47.9,0,0,0,0,
-47.89,0,0,0,0,
-47.88,0,0,0,0,
-47.87,0,0,0,0,
-47.86,0,0,0,0,
-47.85,0,0,0,0,
-47.84,0,0,0,0,
-47.83,0,0,0,0,
-47.82,0,0,0,0,
-47.81,0,0,0,0,
-47.8,0,0,0,0,
-47.79,0,0,0,0,
-47.78,0,0,0,0,
-47.77,0,0,0,0,
-47.76,0,0,0,0,
-47.75,0,0,0,0,
-47.74,0,0,0,0,
-47.73,0,0,0,0,
-47.72,0,0,0,0,
-47.71,0,0,0,0,
-47.7,0,0,0,0,
-47.69,0,0,0,0,
-47.68,0,0,0,0,
-47.67,0,0,0,0,
-47.66,0,0,0,0,
-47.65,0,0,0,0,
-47.64,0,0,0,0,
-47.63,0,0,0,0,
-47.62,0,0,0,0,
-47.61,0,0,0,0,
-47.6,0,0,0,0,
-47.59,0,0,0,0,
-47.58,0,0,0,0,
-47.57,0,0,0,0,
-47.56,0,0,0,0,
-47.55,0,0,0,0,
-47.54,0,0,0,0,
-47.53,0,0,0,0,
-47.52,0,0,0,0,
-47.51,0,0,0,0,
-47.5,0,0,0,0,
-47.49,0,0,0,0,
-47.48,0,0,0,0,
-47.47,0,0,0,0,
-47.46,0,0,0,0,
-47.45,0,0,0,0,
-47.44,0,0,0,0,
-47.43,0,0,0,0,
-47.42,0,0,0,0,
-47.41,0,0,0,0,
-47.4,0,0,0,0,
-47.39,0,0,0,0,
-47.38,0,0,0,0,
-47.37,0,0,0,0,
-47.36,0,0,0,0,
-47.35,0,0,0,0,
-47.34,0,0,0,0,
-47.33,0,0,0,0,
-47.32,0,0,0,0,
-47.31,0,0,0,0,
-47.3,0,0,0,0,
-47.29,0,0,0,0,
-47.28,0,0,0,0,
-47.27,0,0,0,0,
-47.26,0,0,0,0,
-47.25,0,0,0,0,
-47.24,0,0,0,0,
-47.23,0,0,0,0,
-47.22,0,0,0,0,
-47.21,0,0,0,0,
-47.2,0,0,0,0,
-47.19,0,0,0,0,
-47.18,0,0,0,0,
-47.17,0,0,0,0,
-47.16,0,0,0,0,
-47.15,0,0,0,0,
-47.14,0,0,0,0,
-47.13,0,0,0,0,
-47.12,0,0,0,0,
-47.11,0,0,0,0,
-47.1,0,0,0,0,
-47.09,0,0,0,0,
-47.08,0,0,0,0,
-47.07,0,0,0,0,
-47.06,0,0,0,0,
-47.05,0,0,0,0,
-47.04,0,0,0,0,
-47.03,0,0,0,0,
-47.02,0,0,0,0,
-47.01,0,0,0,0,
-47,0,0,0,0,
-46.99,0,0,0,0,
-46.98,0,0,0,0,
-46.97,0,0,0,0,
-46.96,0,0,0,0,
-46.95,0,0,0,0,
-46.94,0,0,0,0,
-46.93,0,0,0,0,
-46.92,0,0,0,0,
-46.91,0,0,0,0,
-46.9,0,0,0,0,
-46.89,0,0,0,0,
-46.88,0,0,0,0,
-46.87,0,0,0,0,
-46.86,0,0,0,0,
-46.85,0,0,0,0,
-46.84,0,0,0,0,
-46.83,0,0,0,0,
-46.82,0,0,0,0,
-46.81,0,0,0,0,
-46.8,0,0,0,0,
-46.79,0,0,0,0,
-46.78,0,0,0,0,
-46.77,0,0,0,0,
-46.76,0,0,0,0,
-46.75,0,0,0,0,
-46.74,0,0,0,0,
-46.73,0,0,0,0,
-46.72,0,0,0,0,
-46.71,0,0,0,0,
-46.7,0,0,0,0,
-46.69,0,0,0,0,
-46.68,0,0,0,0,
-46.67,0,0,0,0,
-46.66,0,0,0,0,
-46.65,0,0,0,0,
-46.64,0,0,0,0,
-46.63,0,0,0,0,
-46.62,0,0,0,0,
-46.61,0,0,0,0,
-46.6,0,0,0,0,
-46.59,0,0,0,0,
-46.58,0,0,0,0,
-46.57,0,0,0,0,
-46.56,0,0,0,0,
-46.55,0,0,0,0,
-46.54,0,0,0,0,
-46.53,0,0,0,0,
-46.52,0,0,0,0,
-46.51,0,0,0,0,
-46.5,0,0,0,0,
-46.49,0,0,0,0,
-46.48,0,0,0,0,
-46.47,0,0,0,0,
-46.46,0,0,0,0,
-46.45,0,0,0,0,
-46.44,0,0,0,0,
-46.43,0,0,0,0,
-46.42,0,0,0,0,
-46.41,0,0,0,0,
-46.4,0,0,0,0,
-46.39,0,0,0,0,
-46.38,0,0,0,0,
-46.37,0,0,0,0,
-46.36,0,0,0,0,
-46.35,0,0,0,0,
-46.34,0,0,0,0,
-46.33,0,0,0,0,
-46.32,0,0,0,0,
-46.31,0,0,0,0,
-46.3,0,0,0,0,
-46.29,0,0,0,0,
-46.28,0,0,0,0,
-46.27,0,0,0,0,
-46.26,0,0,0,0,
-46.25,0,0,0,0,
-46.24,0,0,0,0,
-46.23,0,0,0,0,
-46.22,0,0,0,0,
-46.21,0,0,0,0,
-46.2,0,0,0,0,
-46.19,0,0,0,0,
-46.18,0,0,0,0,
-46.17,0,0,0,0,
-46.16,0,0,0,0,
-46.15,0,0,0,0,
-46.14,0,0,0,0,
-46.13,0,0,0,0,
-46.12,0,0,0,0,
-46.11,0,0,0,0,
-46.1,0,0,0,0,
-46.09,0,0,0,0,
-46.08,0,0,0,0,
-46.07,0,0,0,0,
-46.06,0,0,0,0,
-46.05,0,0,0,0,
-46.04,0,0,0,0,
-46.03,0,0,0,0,
-46.02,0,0,0,0,
-46.01,0,0,0,0,
-46,0,0,0,0,
-45.99,0,0,0,0,
-45.98,0,0,0,0,
-45.97,0,0,0,0,
-45.96,0,0,0,0,
-45.95,0,0,0,0,
-45.94,0,0,0,0,
-45.93,0,0,0,0,
-45.92,0,0,0,0,
-45.91,0,0,0,0,
-45.9,0,0,0,0,
-45.89,0,0,0,0,
-45.88,0,0,0,0,
-45.87,0,0,0,0,
-45.86,0,0,0,0,
-45.85,0,0,0,0,
-45.84,0,0,0,0,
-45.83,0,0,0,0,
-45.82,0,0,0,0,
-45.81,0,0,0,0,
-45.8,0,0,0,0,
-45.79,0,0,0,0,
-45.78,0,0,0,0,
-45.77,0,0,0,0,
-45.76,0,0,0,0,
-45.75,0,0,0,0,
-45.74,0,0,0,0,
-45.73,0,0,0,0,
-45.72,0,0,0,0,
-45.71,0,0,0,0,
-45.7,0,0,0,0,
-45.69,0,0,0,0,
-45.68,0,0,0,0,
-45.67,0,0,0,0,
-45.66,0,0,0,0,
-45.65,0,0,0,0,
-45.64,0,0,0,0,
-45.63,0,0,0,0,
-45.62,0,0,0,0,
-45.61,0,0,0,0,
-45.6,0,0,0,0,
-45.59,0,0,0,0,
-45.58,0,0,0,0,
-45.57,0,0,0,0,
-45.56,0,0,0,0,
-45.55,0,0,0,0,
-45.54,0,0,0,0,
-45.53,0,0,0,0,
-45.52,0,0,0,0,
-45.51,0,0,0,0,
-45.5,0,0,0,0,
-45.49,0,0,0,0,
-45.48,0,0,0,0,
-45.47,0,0,0,0,
-45.46,0,0,0,0,
-45.45,0,0,0,0,
-45.44,0,0,0,0,
-45.43,0,0,0,0,
-45.42,0,0,0,0,
-45.41,0,0,0,0,
-45.4,0,0,0,0,
-45.39,0,0,0,0,
-45.38,0,0,0,0,
-45.37,0,0,0,0,
-45.36,0,0,0,0,
-45.35,0,0,0,0,
-45.34,0,0,0,0,
-45.33,0,0,0,0,
-45.32,0,0,0,0,
-45.31,0,0,0,0,
-45.3,0,0,0,0,
-45.29,0,0,0,0,
-45.28,0,0,0,0,
-45.27,0,0,0,0,
-45.26,0,0,0,0,
-45.25,0,0,0,0,
-45.24,0,0,0,0,
-45.23,0,0,0,0,
-45.22,0,0,0,0,
-45.21,0,0,0,0,
-45.2,0,0,0,0,
-45.19,0,0,0,0,
-45.18,0,0,0,0,
-45.17,0,0,0,0,
-45.16,0,0,0,0,
-45.15,0,0,0,0,
-45.14,0,0,0,0,
-45.13,0,0,0,0,
-45.12,0,0,0,0,
-45.11,0,0,0,0,
-45.1,0,0,0,0,
-45.09,0,0,0,0,
-45.08,0,0,0,0,
-45.07,0,0,0,0,
-45.06,0,0,0,0,
-45.05,0,0,0,0,
-45.04,0,0,0,0,
-45.03,0,0,0,0,
-45.02,0,0,0,0,
-45.01,0,0,0,0,
-45,0,0,0,0,
-44.99,0,0,0,0,
-44.98,0,0,0,0,
-44.97,0,0,0,0,
-44.96,0,0,0,0,
-44.95,0,0,0,0,
-44.94,0,0,0,0,
-44.93,0,0,0,0,
-44.92,0,0,0,0,
-44.91,0,0,0,0,
-44.9,0,0,5.43472e-323,0,
-44.89,0,0,-2.07508e-322,0,
-44.88,0,0,4.05134e-322,0,
-44.87,0,0,-7.16395e-322,0,
-44.86,0,0,1.15117e-321,0,
-44.85,0,0,-1.78358e-321,0,
-44.84,0,0,2.75195e-321,0,
-44.83,0,0,-4.17485e-321,0,
-44.82,0,0,6.3438e-321,0,
-44.81,0,0,-9.93072e-321,0,
-44.8,0,0,1.5904e-320,0,
-44.79,0,0,-2.57062e-320,0,
-44.78,0,0,4.19561e-320,0,
-44.77,0,0,-6.8848e-320,0,
-44.76,0,0,1.13279e-319,0,
-44.75,0,0,-1.86628e-319,0,
-44.74,0,0,3.07872e-319,0,
-44.73,0,0,-5.07979e-319,0,
-44.72,0,0,8.38009e-319,0,
-44.71,0,0,-1.38234e-318,0,
-44.7,0,0,2.27963e-318,0,
-44.69,0,0,-3.75795e-318,0,
-44.68,0,0,6.19274e-318,0,
-44.67,0,0,-1.0201e-317,0,
-44.66,0,0,1.67967e-317,0,
-44.65,0,0,-2.76459e-317,0,
-44.64,0,0,4.54845e-317,0,
-44.63,0,0,-7.4804e-317,0,
-44.62,0,0,1.22976e-316,0,
-44.61,0,0,-2.02092e-316,0,
-44.6,0,0,3.31985e-316,0,
-44.59,0,0,-5.45167e-316,0,
-44.58,0,0,8.94923e-316,0,
-44.57,0,0,-1.46856e-315,0,
-44.56,0,0,2.40906e-315,0,
-44.55,0,0,-3.95056e-315,0,
-44.54,0,0,6.47628e-315,0,
-44.53,0,0,-1.06133e-314,0,
-44.52,0,0,1.73876e-314,0,
-44.51,0,0,-2.84766e-314,0,
-44.5,0,0,4.66231e-314,0,
-44.49,0,0,-7.63095e-314,0,
-44.48,0,0,1.2486e-313,0,
-44.47,0,0,-2.04236e-313,0,
-44.46,0,0,3.3397e-313,0,
-44.45,0,0,-5.45945e-313,0,
-44.44,0,0,8.92187e-313,0,
-44.43,0,0,-1.45756e-312,0,
-44.42,0,0,2.38046e-312,0,
-44.41,0,0,-3.88648e-312,0,
-44.4,0,0,6.34325e-312,0,
-44.39,0,0,-1.03496e-311,0,
-44.38,0,0,1.68807e-311,0,
-44.37,0,0,-2.75238e-311,0,
-44.36,0,0,4.48615e-311,0,
-44.35,0,0,-7.30941e-311,0,
-44.34,0,0,1.1905e-310,0,
-44.33,0,0,-1.93827e-310,0,
-44.32,0,0,3.15449e-310,0,
-44.31,0,0,-5.13177e-310,0,
-44.3,0,0,8.34498e-310,0,
-44.29,0,0,-1.35643e-309,0,
-44.28,0,0,2.20382e-309,0,
-44.27,0,0,-3.57895e-309,0,
-44.26,0,0,5.80939e-309,0,
-44.25,0,0,-9.42522e-309,0,
-44.24,0,0,1.52838e-308,0,
-44.23,0,0,-2.47712e-308,0,
-44.22,0,0,4.01259e-308,0,
-44.21,0,0,-6.49621e-308,0,
-44.2,0,0,1.0511e-307,0,
-44.19,0,0,-1.69968e-307,0,
-44.18,0,0,2.74678e-307,0,
-44.17,0,0,-4.43612e-307,0,
-44.16,0,0,7.15972e-307,0,
-44.15,0,0,-1.15477e-306,0,
-44.14,0,0,1.86118e-306,0,
-44.13,0,0,-2.99756e-306,0,
-44.12,0,0,4.82419e-306,0,
-44.11,0,0,-7.75798e-306,0,
-44.1,0,0,1.24661e-305,0,
-44.09,0,0,-2.00151e-305,0,
-44.08,0,0,3.21085e-305,0,
-44.07,0,0,-5.14648e-305,0,
-44.06,0,0,8.24165e-305,0,
-44.05,0,0,-1.31863e-304,0,
-44.04,0,0,2.10776e-304,0,
-44.03,0,0,-3.36589e-304,0,
-44.02,0,0,5.36965e-304,0,
-44.01,0,0,-8.55749e-304,0,
-44,0,0,1.36235e-303,0,
-43.99,0,0,-2.16649e-303,0,
-43.98,0,0,3.44142e-303,0,
-43.97,0,0,-5.46027e-303,0,
-43.96,0,0,8.65307e-303,0,
-43.95,0,0,-1.36958e-302,0,
-43.94,0,0,2.16496e-302,0,
-43.93,0,0,-3.4177e-302,0,
-43.92,0,0,5.3879e-302,0,
-43.91,0,0,-8.48167e-302,0,
-43.9,0,0,1.3332e-301,0,
-43.89,0,0,-2.09234e-301,0,
-43.88,0,0,3.27838e-301,0,
-43.87,0,0,-5.12796e-301,0,
-43.86,0,0,8.00664e-301,0,
-43.85,0,0,-1.24776e-300,0,
-43.84,0,0,1.94064e-300,0,
-43.83,0,0,-3.01185e-300,0,
-43.82,0,0,4.66378e-300,0,
-43.81,0,0,-7.20428e-300,0,
-43.8,0,0,1.10997e-299,0,
-43.79,0,0,-1.70535e-299,0,
-43.78,0,0,2.6121e-299,0,
-43.77,0,0,-3.98766e-299,0,
-43.76,0,0,6.06536e-299,0,
-43.75,0,0,-9.18831e-299,0,
-43.74,0,0,1.38564e-298,0,
-43.73,0,0,-2.079e-298,0,
-43.72,0,0,3.10132e-298,0,
-43.71,0,0,-4.59566e-298,0,
-43.7,0,0,6.75741e-298,0,
-43.69,0,0,-9.84523e-298,0,
-43.68,0,0,1.41861e-297,0,
-43.67,0,0,-2.0164e-297,0,
-43.66,0,0,2.81697e-297,0,
-43.65,0,0,-3.84709e-297,0,
-43.64,0,0,5.09245e-297,0,
-43.63,0,0,-6.43907e-297,0,
-43.62,0,0,7.55948e-297,0,
-43.61,0,0,-7.69929e-297,0,
-43.6,0,0,5.28594e-297,0,
-43.59,0,0,2.77493e-297,0,
-43.58,0,0,-2.23473e-296,0,
-43.57,0,0,6.42511e-296,0,
-43.56,0,0,-1.48057e-295,0,
-43.55,0,0,3.08613e-295,0,
-43.54,0,0,-6.072e-295,0,
-43.53,0,0,1.15046e-294,0,
-43.52,0,0,-2.12234e-294,0,
-43.51,0,0,3.83773e-294,0,
-43.5,0,0,-6.83206e-294,0,
-43.49,0,0,1.20104e-293,0,
-43.48,0,0,-2.08942e-293,0,
-43.47,0,0,3.6029e-293,0,
-43.46,0,0,-6.16539e-293,0,
-43.45,0,0,1.04799e-292,0,
-43.44,0,0,-1.77074e-292,0,
-43.43,0,0,2.97584e-292,0,
-43.42,0,0,-4.97646e-292,0,
-43.41,0,0,8.28422e-292,0,
-43.4,0,0,-1.3732e-291,0,
-43.39,0,0,2.26709e-291,0,
-43.38,0,0,-3.72859e-291,0,
-43.37,0,0,6.10978e-291,0,
-43.36,0,0,-9.97616e-291,0,
-43.35,0,0,1.62329e-290,0,
-43.34,0,0,-2.63237e-290,0,
-43.33,0,0,4.25434e-290,0,
-43.32,0,0,-6.85258e-290,0,
-43.31,0,0,1.10004e-289,0,
-43.3,0,0,-1.75985e-289,0,
-43.29,0,0,2.80563e-289,0,
-43.28,0,0,-4.4569e-289,0,
-43.27,0,0,7.05399e-289,0,
-43.26,0,0,-1.11217e-288,0,
-43.25,0,0,1.74648e-288,0,
-43.24,0,0,-2.73097e-288,0,
-43.23,0,0,4.25121e-288,0,
-43.22,0,0,-6.58578e-288,0,
-43.21,0,0,1.01491e-287,0,
-43.2,0,0,-1.55512e-287,0,
-43.19,0,0,2.36782e-287,0,
-43.18,0,0,-3.5798e-287,0,
-43.17,0,0,5.36882e-287,0,
-43.16,0,0,-7.97768e-287,0,
-43.15,0,0,1.1726e-286,0,
-43.14,0,0,-1.70123e-286,0,
-43.13,0,0,2.42884e-286,0,
-43.12,0,0,-3.39751e-286,0,
-43.11,0,0,4.62546e-286,0,
-43.1,0,0,-6.06227e-286,0,
-43.09,0,0,7.49915e-286,0,
-43.08,0,0,-8.39612e-286,0,
-43.07,0,0,7.55987e-286,0,
-43.06,0,0,-2.55628e-286,0,
-43.05,0,0,-1.13425e-285,0,
-43.04,0,0,4.30182e-285,0,
-43.03,0,0,-1.08756e-284,0,
-43.02,0,0,2.37867e-284,0,
-43.01,0,0,-4.82324e-284,0,
-43,0,0,9.33181e-284,0,
-42.99,0,0,-1.74833e-283,0,
-42.98,0,0,3.1992e-283,0,
-42.97,0,0,-5.74883e-283,0,
-42.96,0,0,1.01818e-282,0,
-42.95,0,0,-1.78196e-282,0,
-42.94,0,0,3.0876e-282,0,
-42.93,0,0,-5.30404e-282,0,
-42.92,0,0,9.04342e-282,0,
-42.91,0,0,-1.53169e-281,0,
-42.9,0,0,2.57882e-281,0,
-42.89,0,0,-4.3184e-281,0,
-42.88,0,0,7.19573e-281,0,
-42.87,0,0,-1.19355e-280,0,
-42.86,0,0,1.97133e-280,0,
-42.85,0,0,-3.24295e-280,0,
-42.84,0,0,5.31473e-280,0,
-42.83,0,0,-8.67887e-280,0,
-42.82,0,0,1.41238e-279,0,
-42.81,0,0,-2.29091e-279,0,
-42.8,0,0,3.70402e-279,0,
-42.79,0,0,-5.97021e-279,0,
-42.78,0,0,9.5937e-279,0,
-42.77,0,0,-1.53705e-278,0,
-42.76,0,0,2.45533e-278,0,
-42.75,0,0,-3.9108e-278,0,
-42.74,0,0,6.21094e-278,0,
-42.73,0,0,-9.83525e-278,0,
-42.72,0,0,1.55289e-277,0,
-42.71,0,0,-2.44462e-277,0,
-42.7,0,0,3.83684e-277,0,
-42.69,0,0,-6.00346e-277,0,
-42.68,0,0,9.36393e-277,0,
-42.67,0,0,-1.45578e-276,0,
-42.66,0,0,2.2556e-276,0,
-42.65,0,0,-3.48247e-276,0,
-42.64,0,0,5.35659e-276,0,
-42.63,0,0,-8.20667e-276,0,
-42.62,0,0,1.252e-275,0,
-42.61,0,0,-1.90132e-275,0,
-42.6,0,0,2.87305e-275,0,
-42.59,0,0,-4.31773e-275,0,
-42.58,0,0,6.4495e-275,0,
-42.57,0,0,-9.56805e-275,0,
-42.56,0,0,1.4084e-274,0,
-42.55,0,0,-2.05444e-274,0,
-42.54,0,0,2.9649e-274,0,
-42.53,0,0,-4.22385e-274,0,
-42.52,0,0,5.92158e-274,0,
-42.51,0,0,-8.13265e-274,0,
-42.5,0,0,1.08661e-273,0,
-42.49,0,0,-1.39627e-273,0,
-42.48,0,0,1.68958e-273,0,
-42.47,0,0,-1.83963e-273,0,
-42.46,0,0,1.57686e-273,0,
-42.45,0,0,-3.66402e-274,0,
-42.44,0,0,-2.80839e-273,0,
-42.43,0,0,9.82322e-273,0,
-42.42,0,0,-2.4064e-272,0,
-42.41,0,0,5.15405e-272,0,
-42.4,0,0,-1.02778e-271,0,
-42.39,0,0,1.96011e-271,0,
-42.38,0,0,-3.62536e-271,0,
-42.37,0,0,6.55661e-271,0,
-42.36,0,0,-1.16557e-270,0,
-42.35,0,0,2.04395e-270,0,
-42.34,0,0,-3.54459e-270,0,
-42.33,0,0,6.09015e-270,0,
-42.32,0,0,-1.03816e-269,0,
-42.31,0,0,1.75772e-269,0,
-42.3,0,0,-2.95836e-269,0,
-42.29,0,0,4.95304e-269,0,
-42.28,0,0,-8.25387e-269,0,
-42.27,0,0,1.36965e-268,0,
-42.26,0,0,-2.26414e-268,0,
-42.25,0,0,3.72974e-268,0,
-42.24,0,0,-6.12437e-268,0,
-42.23,0,0,1.00267e-267,0,
-42.22,0,0,-1.63703e-267,0,
-42.21,0,0,2.66591e-267,0,
-42.2,0,0,-4.33105e-267,0,
-42.19,0,0,7.02042e-267,0,
-42.18,0,0,-1.13557e-266,0,
-42.17,0,0,1.83313e-266,0,
-42.16,0,0,-2.95361e-266,0,
-42.15,0,0,4.75042e-266,0,
-42.14,0,0,-7.6273e-266,0,
-42.13,0,0,1.22266e-265,0,
-42.12,0,0,-1.95691e-265,0,
-42.11,0,0,3.1275e-265,0,
-42.1,0,0,-4.99132e-265,0,
-42.09,0,0,7.95524e-265,0,
-42.08,0,0,-1.26631e-264,0,
-42.07,0,0,2.01325e-264,0,
-42.06,0,0,-3.19711e-264,0,
-42.05,0,0,5.07156e-264,0,
-42.04,0,0,-8.03665e-264,0,
-42.03,0,0,1.27228e-263,0,
-42.02,0,0,-2.01229e-263,0,
-42.01,0,0,3.17994e-263,0,
-42,0,0,-5.02108e-263,0,
-41.99,0,0,7.92222e-263,0,
-41.98,0,0,-1.24909e-262,0,
-41.97,0,0,1.96818e-262,0,
-41.96,0,0,-3.09945e-262,0,
-41.95,0,0,4.87841e-262,0,
-41.94,0,0,-7.67492e-262,0,
-41.93,0,0,1.20697e-261,0,
-41.92,0,0,-1.89747e-261,0,
-41.91,0,0,2.98218e-261,0,
-41.9,0,0,-4.68601e-261,0,
-41.89,0,0,7.36223e-261,0,
-41.88,0,0,-1.15659e-260,0,
-41.87,0,0,1.81694e-260,0,
-41.86,0,0,-2.85444e-260,0,
-41.85,0,0,4.4848e-260,0,
-41.84,0,0,-7.04751e-260,0,
-41.83,0,0,1.1077e-259,0,
-41.82,0,0,-1.7415e-259,0,
-41.81,0,0,2.73882e-259,0,
-41.8,0,0,-4.30885e-259,0,
-41.79,0,0,6.78166e-259,0,
-41.78,0,0,-1.06783e-258,0,
-41.77,0,0,1.68219e-258,0,
-41.76,0,0,-2.65134e-258,0,
-41.75,0,0,4.18101e-258,0,
-41.74,0,0,-6.59675e-258,0,
-41.73,0,0,1.04139e-257,0,
-41.72,0,0,-1.64489e-257,0,
-41.71,0,0,2.59952e-257,0,
-41.7,0,0,-4.11036e-257,0,
-41.69,0,0,6.50265e-257,0,
-41.68,0,0,-1.02923e-256,0,
-41.67,0,0,1.62982e-256,0,
-41.66,0,0,-2.58198e-256,0,
-41.65,0,0,4.09203e-256,0,
-41.64,0,0,-6.48751e-256,0,
-41.63,0,0,1.02885e-255,0,
-41.62,0,0,-1.63208e-255,0,
-41.61,0,0,2.58955e-255,0,
-41.6,0,0,-4.10939e-255,0,
